Team,Team within selected timeframe,Age,Market value,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Shots against,Clean sheets,"Save rate, %",xG against,xG against per 90,Back passes received as GK per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",AMF,CB,CF,DMF,GK,LAMF,LB,LCB,LCMF,LDMF,LW,LWB,LWF,RAMF,RB,RCB,RCMF,RDMF,RW,RWB,RWF,Foot_both,Foot_left,Foot_right,Foot_unknown,On loan_no,On loan_yes
431,192,32.0,1000000,9,566,0.0,0.03,0,0.03,22.42,45.39,52,447,171,69,12.08,7.31,56.52,4.45,46.43,1.59,2.44,0.32,6.36,9.76,1.27,5,0.8,1,0.16,0.8,0.0,0,0.0,0.01,0,0.0,7,1.11,0.0,0.0,0.0,0.64,0.0,0.48,0.0,0.16,0.0,0.0,1.43,55.56,7.0,36.36,0.0,0.16,25.44,0.32,2.07,38.32,82.16,9.22,70.69,6.52,95.12,17.97,83.19,33.23,86.12,4.45,64.29,20.22,34.46,0.0,0.16,0.0,0.0,0.48,0.0,0.0,6.84,60.47,1.27,0.0,0.8,0.0,0.16,0.0,4.61,75.86,0,0,0,0.0,0.0,0.0,0.8,0.16,0.16,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True
887,92,23.0,1000000,17,1513,1.0,2.27,2,1.33,18.44,42.26,52,447,173,68,4.1,4.4,60.81,2.44,31.71,0.0,0.0,0.06,1.43,2.16,0.59,0,0.0,0,0.0,3.69,0.06,1,0.06,0.14,0,0.0,31,1.84,22.58,3.226,0.12,0.95,25.0,0.36,50.0,0.54,11.11,0.0,5.0,52.38,9.81,38.79,1.73,2.56,21.89,0.77,0.89,33.67,86.22,7.08,71.43,9.52,97.5,10.23,88.95,31.41,88.64,1.31,72.73,17.34,29.42,0.08,1.25,0.06,0.0,1.07,38.89,0.36,4.1,69.57,1.55,53.85,0.89,46.67,0.83,0.18,4.28,84.72,0,0,0,0.0,0.0,0.0,0.42,0.42,0.06,100.0,1.19,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
896,461,35.0,1000000,27,2521,2.0,2.32,0,0.33,12.28,63.95,53,456,186,0,6.78,4.28,64.17,4.43,68.55,0.68,0.97,0.18,3.36,4.8,1.21,7,0.25,1,0.04,0.29,0.07,2,0.07,0.08,2,0.07,16,0.57,31.25,12.5,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.04,0.18,60.0,1.14,62.5,0.68,0.89,35.59,0.21,0.61,46.7,91.21,18.42,83.33,2.14,93.33,20.63,97.92,42.3,95.53,4.32,50.41,20.3,37.58,0.01,0.04,0.0,0.04,0.04,0.0,0.0,4.32,67.77,0.5,28.57,0.29,12.5,0.21,0.0,5.68,72.33,0,0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
56,357,27.0,1000000,14,393,1.0,2.43,1,0.26,23.13,29.7,53,456,186,82,2.98,2.52,45.45,3.89,47.06,0.23,0.38,0.0,1.6,2.69,0.23,1,0.23,0,0.0,1.6,0.23,1,0.23,0.56,0,0.0,11,2.52,36.36,9.091,0.23,0.46,0.0,0.46,0.0,0.0,0.0,0.0,2.06,33.33,10.76,23.4,4.12,0.46,19.92,4.35,1.37,31.15,76.47,7.33,53.13,9.62,92.86,6.41,85.71,30.23,78.03,0.46,50.0,13.25,5.55,0.06,1.15,0.0,0.0,0.46,0.0,0.23,2.52,45.45,1.37,33.33,0.46,0.0,1.15,0.0,1.6,42.86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True
928,478,26.0,1000000,32,2938,3.0,1.05,0,0.58,14.77,55.81,55,465,173,66,9.22,7.51,61.63,1.75,43.86,0.34,0.47,0.28,4.26,5.95,1.75,10,0.31,2,0.06,0.95,0.09,3,0.09,0.03,0,0.0,15,0.46,33.33,20.0,0.0,0.49,18.75,0.09,0.0,0.4,23.08,0.12,0.77,68.0,2.88,51.06,0.25,0.4,31.95,0.28,0.95,46.59,86.65,12.99,69.1,6.92,97.35,19.61,93.28,40.62,91.78,5.51,54.44,18.46,32.4,0.02,0.21,0.06,0.0,0.28,66.67,0.06,7.44,71.6,1.44,38.3,0.89,24.14,0.31,0.12,6.49,77.36,0,0,0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,False,False,True,False,True,False
1163,595,29.0,1000000,24,2105,0.0,0.92,1,0.28,20.27,50.21,55,465,191,84,7.44,6.03,60.28,3.76,62.5,0.34,0.41,0.21,3.46,4.13,1.62,4,0.17,2,0.09,1.33,0.0,0,0.0,0.04,0,0.0,21,0.9,14.29,0.0,0.04,0.26,33.33,0.04,0.0,0.21,40.0,0.04,1.88,50.0,6.11,39.16,0.51,0.56,19.24,0.51,1.24,31.85,82.15,9.11,67.14,6.46,95.36,11.12,85.77,29.71,84.89,1.92,46.67,18.73,31.37,0.01,0.26,0.0,0.04,0.34,50.0,0.04,4.87,67.54,0.68,31.25,0.43,20.0,0.17,0.04,4.06,65.26,0,0,0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
206,89,18.0,1000000,20,1348,1.0,0.25,1,0.66,21.3,43.57,55,468,182,77,7.61,6.14,57.61,2.6,33.33,0.13,0.17,0.2,3.94,4.96,1.94,5,0.33,1,0.07,2.54,0.07,1,0.07,0.02,0,0.0,7,0.47,28.57,14.286,0.07,0.4,33.33,0.13,100.0,0.27,0.0,0.0,3.47,59.62,9.68,40.0,0.6,2.27,28.58,0.53,1.27,40.86,88.56,11.95,75.42,7.74,99.14,15.22,94.3,38.92,90.39,1.6,54.17,18.22,25.36,0.04,0.67,0.0,0.07,0.47,42.86,0.27,6.01,80.0,1.4,47.62,0.73,36.36,0.4,0.13,5.61,77.38,0,0,0,0.0,0.0,0.0,1.47,0.07,0.0,0.0,0.07,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
902,463,25.0,1000000,24,1475,0.0,0.28,1,0.65,15.44,51.78,56,473,165,63,7.75,6.65,57.8,0.67,36.36,0.37,0.51,0.18,3.54,4.92,1.65,7,0.43,1,0.06,1.83,0.0,0,0.0,0.02,0,0.0,9,0.55,11.11,0.0,0.06,0.49,75.0,0.18,66.67,0.31,80.0,0.12,1.95,62.5,6.41,49.52,0.12,1.53,42.59,0.55,1.83,56.56,87.27,15.99,71.37,8.3,97.06,25.81,93.62,48.39,91.05,7.75,63.78,20.79,37.23,0.04,0.37,0.0,0.0,0.85,21.43,0.18,11.41,73.8,2.44,52.5,2.14,28.57,0.92,0.43,8.85,82.07,0,0,0,0.0,0.0,0.0,1.04,0.61,0.06,0.0,0.12,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
350,152,27.0,1000000,12,867,2.0,1.54,1,1.77,16.82,38.89,59,482,178,76,7.27,5.5,50.94,1.76,23.53,0.42,0.54,0.0,4.05,5.25,0.42,1,0.1,0,0.0,4.15,0.21,2,0.21,0.16,0,0.0,18,1.87,66.67,11.111,0.1,3.53,23.53,1.87,16.67,1.66,31.25,0.62,5.4,36.54,7.89,35.53,2.6,2.49,25.95,3.74,1.14,31.14,72.67,6.75,55.38,7.16,94.2,12.46,74.17,25.02,79.67,2.91,67.86,21.35,35.37,0.18,1.35,0.1,0.0,0.62,16.67,0.62,2.6,72.0,3.01,41.38,0.52,20.0,0.62,1.04,4.78,65.22,0,0,0,0.0,0.0,0.0,0.0,0.42,0.21,50.0,1.56,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
350,212,21.0,1000000,23,1581,2.0,2.57,3,1.82,19.3,49.26,59,482,185,78,10.47,7.69,58.52,4.55,55.0,0.97,1.43,0.46,5.01,7.39,1.59,4,0.23,0,0.0,1.08,0.11,2,0.11,0.15,0,0.0,19,1.08,42.11,10.526,0.17,0.63,27.27,0.17,33.33,0.46,25.0,0.11,0.91,50.0,3.7,30.77,1.42,0.46,21.4,0.46,0.85,33.47,81.46,10.25,65.56,4.72,93.98,12.75,90.18,30.11,83.74,2.79,67.35,17.86,22.41,0.1,0.51,0.06,0.0,0.23,0.0,0.28,3.7,70.77,0.97,58.82,0.34,16.67,0.46,0.23,4.33,52.63,0,0,0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,False,False,True,False,True,False
465,212,29.0,1000000,23,1861,3.0,2.53,0,0.5,15.72,51.38,59,482,178,77,9.24,7.11,56.46,3.29,51.47,0.97,1.53,0.19,4.26,6.72,1.74,6,0.29,0,0.0,1.4,0.15,3,0.15,0.12,1,0.05,16,0.77,56.25,18.75,0.0,2.22,21.74,0.24,20.0,1.98,21.95,0.19,1.02,42.86,3.63,41.33,1.64,0.92,24.66,1.11,0.73,34.92,77.84,14.61,75.5,4.59,91.58,10.59,81.74,29.69,85.34,3.0,45.16,19.5,30.02,0.02,0.29,0.05,0.0,0.24,20.0,0.29,4.01,67.47,1.74,47.22,0.48,30.0,0.34,0.44,6.67,60.14,0,0,0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,True,False
343,148,27.0,1000000,26,1338,7.5,4.74,3,2.35,20.52,40.68,59,482,185,81,5.29,6.05,49.43,1.46,42.86,0.07,0.11,0.07,2.23,3.5,2.16,9,0.61,0,0.0,3.27,0.54,6,0.42,0.33,0,0.0,32,2.23,50.0,21.875,0.21,1.11,25.0,0.56,25.0,0.56,25.0,0.28,3.27,48.94,10.71,37.01,2.09,1.32,35.47,1.32,1.81,44.3,87.28,13.7,82.23,8.14,95.73,15.37,89.59,40.97,90.32,2.3,60.61,17.62,25.99,0.16,1.67,0.07,0.07,0.56,50.0,0.28,7.16,83.5,2.09,56.67,0.56,37.5,1.04,0.28,7.44,88.79,0,0,0,0.0,0.0,0.0,0.56,1.88,0.7,30.0,3.76,2,50.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
1359,702,21.0,1000000,17,1201,2.0,2.05,1,1.06,16.64,51.8,60,490,182,74,7.94,6.14,62.2,1.12,20.0,0.52,0.68,0.45,3.6,4.68,1.12,4,0.3,0,0.0,1.8,0.15,2,0.15,0.15,0,0.0,16,1.2,43.75,12.5,0.07,0.9,25.0,0.6,37.5,0.3,0.0,0.22,1.87,56.0,6.29,48.81,1.57,1.5,15.74,0.75,1.57,21.51,82.23,5.55,63.51,4.72,96.83,7.12,93.68,19.86,86.42,0.82,36.36,16.35,21.34,0.08,0.52,0.0,0.07,0.0,0.0,0.3,2.92,71.79,1.2,50.0,0.07,0.0,0.52,0.3,2.25,66.67,0,0,0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.22,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
965,500,28.0,1000000,27,2327,0.0,0.31,0,0.32,11.56,56.86,60,490,190,81,8.01,5.41,61.43,3.21,54.22,0.23,0.35,0.31,4.45,6.78,1.12,4,0.15,1,0.04,0.35,0.0,0,0.0,0.01,0,0.0,3,0.12,33.33,0.0,0.0,0.7,38.89,0.0,0.0,0.7,38.89,0.23,0.15,25.0,0.46,25.0,0.43,0.62,22.7,0.31,0.35,39.06,82.97,17.56,73.13,2.01,90.38,16.63,91.63,32.02,89.25,6.42,56.02,21.47,35.22,0.01,0.19,0.0,0.0,0.0,0.0,0.08,5.03,65.38,0.89,43.48,0.39,40.0,0.15,0.27,8.62,72.2,0,0,0,0.0,0.0,0.0,1.04,0.15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,True,False
12,5,25.0,1000000,26,2104,5.0,4.31,1,1.99,20.28,46.84,60,491,180,69,4.83,4.02,64.89,2.52,45.76,0.3,0.38,0.09,1.92,2.41,0.98,4,0.17,0,0.0,4.02,0.21,5,0.21,0.18,0,0.0,63,2.69,34.92,7.937,0.04,2.61,36.07,2.14,36.0,0.47,36.36,0.38,4.36,44.12,11.08,40.15,2.82,2.48,17.54,1.41,2.01,25.15,77.21,5.77,62.96,6.97,93.25,7.7,72.22,21.05,84.15,1.71,52.5,17.81,29.88,0.09,0.73,0.04,0.0,0.34,62.5,0.47,2.61,70.49,2.52,47.46,0.38,44.44,0.6,0.9,3.21,68.0,0,0,0,0.0,0.0,0.0,0.21,0.43,0.34,37.5,0.3,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
315,138,27.0,1000000,33,2754,2.0,1.84,1,2.17,19.54,51.17,63,499,183,75,10.26,8.59,53.61,3.95,56.2,0.23,0.32,0.36,5.42,7.51,1.08,10,0.33,0,0.0,2.32,0.07,2,0.07,0.06,0,0.0,26,0.85,46.15,7.692,0.03,2.94,28.89,0.0,0.0,2.91,28.09,0.52,1.83,50.0,4.54,46.76,1.14,1.08,25.98,1.93,1.27,37.39,72.55,15.65,62.84,3.69,92.92,11.86,77.96,27.61,82.6,6.99,49.53,20.55,37.87,0.07,0.88,0.07,0.0,0.33,50.0,0.56,6.54,58.0,3.95,40.5,1.34,46.34,0.98,0.75,10.0,69.28,0,0,0,0.0,0.0,0.0,0.26,0.03,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False,True,False
954,493,23.0,1000000,34,2689,2.0,1.13,0,1.66,19.51,53.86,63,499,181,68,10.21,7.53,53.33,3.61,50.0,0.37,0.5,0.47,5.82,7.84,1.67,10,0.33,1,0.03,1.74,0.07,2,0.07,0.04,0,0.0,38,1.27,18.42,5.263,0.0,1.07,21.88,0.67,25.0,0.4,16.67,0.07,2.31,55.07,5.42,58.64,0.8,1.31,15.66,0.27,2.31,32.53,76.23,14.29,64.17,3.95,91.53,9.3,89.93,27.34,81.76,4.12,53.66,19.37,32.49,0.06,0.7,0.03,0.03,0.2,0.0,0.13,6.29,64.89,1.84,58.18,0.87,26.92,0.77,0.23,6.59,68.02,0,0,0,0.0,0.0,0.0,0.27,0.3,0.0,0.0,0.47,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
255,114,34.0,1000000,28,2021,5.0,4.51,4,5.89,16.43,43.63,63,499,177,75,3.79,3.65,54.88,2.85,43.75,0.27,0.4,0.0,1.51,2.24,0.67,2,0.09,0,0.0,3.7,0.22,4,0.18,0.2,1,0.04,44,1.96,31.82,11.364,0.18,2.85,32.81,1.47,36.36,1.38,29.03,0.4,2.98,62.69,7.84,39.77,2.36,1.83,25.21,1.91,0.85,35.67,76.03,10.87,65.16,7.04,94.3,11.53,76.83,29.88,81.37,3.12,61.43,17.22,27.03,0.26,1.83,0.18,0.04,1.11,24.0,0.71,4.94,72.97,4.28,41.67,1.38,22.58,1.6,0.94,6.32,76.06,0,0,0,0.0,0.0,0.0,0.04,1.29,0.4,22.22,2.54,1,100.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
825,500,27.0,1000000,24,1401,1.0,2.56,0,0.87,15.8,43.9,63,499,187,81,6.36,5.2,46.91,3.98,50.0,0.39,0.56,0.06,3.53,5.17,1.61,2,0.13,0,0.0,1.93,0.06,1,0.06,0.16,0,0.0,21,1.35,33.33,4.762,0.0,2.18,44.12,2.12,42.42,0.0,0.0,0.45,0.96,46.67,4.3,38.81,1.61,1.48,26.27,1.28,1.22,36.3,79.12,11.18,66.09,7.45,96.55,12.21,81.58,30.45,85.86,3.92,42.62,19.08,31.19,0.06,0.84,0.13,0.0,0.26,25.0,0.32,5.4,63.1,2.51,46.15,0.77,16.67,0.71,0.84,6.75,74.29,0,0,0,0.0,0.0,0.0,0.45,0.13,0.0,0.0,0.26,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
825,423,31.0,1000000,36,2309,4.0,3.94,11,8.27,12.32,37.97,63,499,176,69,2.69,3.39,48.28,0.55,35.71,0.0,0.0,0.0,1.05,1.37,0.74,3,0.12,0,0.0,3.82,0.16,3,0.12,0.15,0,0.0,62,2.42,33.87,6.452,0.43,3.47,32.58,1.36,25.71,1.95,36.0,0.74,2.03,55.77,6.2,33.96,2.38,0.74,29.78,1.17,0.27,38.94,71.27,13.76,57.79,7.68,93.4,10.68,68.61,30.29,80.18,5.3,44.85,18.41,32.24,0.32,2.3,0.0,0.0,1.95,38.0,0.94,6.43,50.3,6.94,42.7,4.37,37.5,2.38,1.05,6.86,82.95,0,0,0,0.0,0.0,0.0,0.04,2.07,0.39,40.0,4.05,1,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False
965,500,30.0,1000000,36,2627,4.0,7.33,1,1.36,25.39,42.11,63,499,191,85,4.9,3.84,56.25,12.3,47.63,0.14,0.2,0.14,2.6,3.72,1.61,3,0.1,0,0.0,1.61,0.14,4,0.14,0.25,2,0.07,50,1.71,46.0,8.0,0.03,0.65,21.05,0.34,30.0,0.31,11.11,0.0,1.99,32.76,4.66,32.35,2.81,0.72,12.95,2.67,1.06,17.03,70.02,4.73,63.04,3.46,84.16,4.86,68.31,15.52,73.07,0.93,48.15,14.94,15.14,0.05,0.55,0.0,0.0,0.21,16.67,0.21,1.71,54.0,0.82,45.83,0.31,22.22,0.58,0.14,1.99,67.24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
965,138,22.0,1000000,17,1105,2.0,0.88,1,0.92,14.42,55.93,63,499,192,85,9.2,5.29,64.62,5.7,54.29,0.33,0.45,0.73,5.46,7.47,0.98,3,0.24,0,0.0,0.24,0.16,2,0.16,0.07,2,0.16,7,0.57,42.86,28.571,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,33.33,0.65,0.49,17.92,0.08,0.49,32.58,83.25,10.91,60.45,1.3,100.0,18.49,94.71,28.26,87.32,4.32,56.6,24.01,28.76,0.08,0.16,0.0,0.0,0.08,0.0,0.16,3.42,50.0,0.49,33.33,0.0,0.0,0.24,0.0,5.38,51.52,0,0,0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,True,False
1252,641,30.0,1000000,34,1719,3.0,3.93,6,4.33,24.14,46.42,63,499,177,73,6.07,6.13,53.85,0.84,43.75,0.31,0.36,0.05,2.46,2.79,1.05,5,0.26,0,0.0,5.24,0.16,1,0.05,0.21,0,0.0,34,1.78,29.41,8.824,0.31,3.56,35.29,2.88,36.36,0.63,33.33,0.73,6.23,51.26,13.93,46.62,2.41,2.77,20.94,2.3,3.56,31.1,73.4,8.69,62.65,8.59,92.68,9.37,72.07,24.35,79.35,3.25,69.35,18.46,26.98,0.23,1.83,0.0,0.1,0.68,38.46,0.58,3.46,65.15,3.98,48.68,0.89,17.65,0.94,1.41,5.39,83.5,0,0,0,0.0,0.0,0.0,0.16,1.15,0.42,25.0,2.72,2,100.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
315,641,24.0,1000000,37,2705,2.0,1.35,0,0.23,16.1,62.19,63,499,191,80,11.94,9.55,73.17,2.26,44.12,0.0,0.0,0.5,4.96,5.37,0.96,6,0.2,2,0.07,0.93,0.07,2,0.07,0.04,0,0.0,10,0.33,30.0,20.0,0.0,0.93,50.0,0.0,0.0,0.93,50.0,0.07,0.8,45.83,2.23,40.3,0.3,0.77,20.26,1.5,0.5,32.07,79.77,15.64,71.49,2.4,91.67,10.91,88.72,24.69,88.14,6.49,52.31,21.53,32.83,0.01,0.13,0.03,0.0,0.07,0.0,0.03,6.45,68.04,1.66,34.0,0.33,20.0,0.33,0.4,8.62,73.75,0,0,0,0.0,0.0,0.0,0.47,0.03,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,False,True
562,271,18.0,1000000,13,477,0.0,0.99,0,0.45,24.34,41.09,63,499,183,77,4.34,4.34,65.22,6.04,34.38,0.0,0.0,0.0,1.51,1.98,1.7,0,0.0,0,0.0,1.89,0.0,0,0.0,0.19,0,0.0,10,1.89,40.0,0.0,0.0,0.19,100.0,0.0,0.0,0.19,100.0,0.0,1.7,55.56,8.11,39.53,2.08,0.19,7.17,2.26,1.32,9.43,64.0,2.26,50.0,2.64,85.71,2.08,45.45,8.68,65.22,0.57,33.33,9.37,3.02,0.09,0.38,0.0,0.0,0.0,0.0,0.19,0.75,50.0,0.75,50.0,0.0,0.0,0.38,0.19,1.51,62.5,0,0,0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,True,False
562,272,18.0,1000000,7,565,3.0,2.09,0,0.88,28.35,36.52,63,499,183,77,4.3,3.82,62.5,9.72,34.43,0.16,0.25,0.0,1.75,2.7,1.27,1,0.16,0,0.0,2.87,0.48,3,0.48,0.33,0,0.0,14,2.23,35.71,21.429,0.0,1.91,33.33,0.64,25.0,1.27,37.5,0.8,2.39,53.33,10.51,33.33,5.1,0.48,13.7,2.23,0.64,18.96,69.75,4.78,53.33,3.5,90.91,5.42,70.59,15.45,76.29,1.59,50.0,19.09,26.46,0.14,1.43,0.0,0.0,0.32,50.0,0.48,2.39,60.0,1.59,40.0,0.16,100.0,0.64,0.64,1.91,91.67,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
551,262,30.0,1000000,27,1738,0.0,0.81,1,0.61,13.83,54.31,63,499,180,71,10.67,7.82,62.91,1.92,56.76,0.72,1.01,0.26,5.02,6.98,1.35,5,0.26,0,0.0,0.52,0.0,0,0.0,0.04,0,0.0,7,0.36,14.29,0.0,0.05,0.62,25.0,0.26,40.0,0.36,14.29,0.16,0.16,66.67,2.12,46.34,0.1,0.62,31.33,0.21,0.83,44.74,86.23,15.9,74.59,5.8,94.64,17.71,93.27,38.32,91.22,5.8,59.82,18.66,29.28,0.03,0.21,0.05,0.05,0.47,44.44,0.21,8.03,70.97,1.76,52.94,1.09,52.38,0.67,0.26,7.97,79.87,0,0,0,0.0,0.0,0.0,1.14,0.05,0.05,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False,False,True,False,True,False
883,453,21.0,1000000,21,1186,2.0,1.57,0,0.44,23.98,37.66,63,506,175,71,8.42,7.51,58.59,1.37,16.67,0.15,0.19,0.08,3.87,4.9,1.06,3,0.23,0,0.0,2.2,0.15,2,0.15,0.12,0,0.0,16,1.21,31.25,12.5,0.0,1.06,28.57,0.61,25.0,0.46,33.33,0.23,3.49,43.48,11.61,27.45,2.66,2.2,15.48,1.14,1.21,23.37,77.92,4.63,63.93,6.3,90.36,6.07,75.0,21.78,80.84,0.53,57.14,14.01,12.41,0.03,0.53,0.0,0.08,0.08,0.0,0.3,2.05,74.07,0.76,40.0,0.15,50.0,0.53,0.3,3.19,57.14,0,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.23,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,True,False
825,423,24.0,1000000,29,2553,0.0,0.94,1,1.95,18.19,59.5,63,517,187,80,9.41,7.4,67.14,1.62,52.17,0.35,0.49,0.25,4.09,5.66,0.85,4,0.14,1,0.04,3.98,0.0,0,0.0,0.03,0,0.0,22,0.78,13.64,0.0,0.04,4.3,27.87,0.04,0.0,4.27,28.1,0.39,3.03,81.4,6.8,54.4,0.53,2.01,27.85,1.3,1.37,40.26,73.29,15.86,61.78,4.94,95.71,13.18,76.74,29.01,85.54,7.4,48.57,23.36,36.44,0.07,0.63,0.0,0.0,0.46,46.15,0.42,6.66,61.38,4.58,43.85,1.16,36.36,0.78,1.16,11.21,77.99,0,0,0,0.0,0.0,0.0,0.88,0.04,0.0,0.0,0.11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
1252,641,32.0,1000000,40,3380,7.5,9.34,2,2.11,33.12,38.34,63,519,188,86,2.21,1.68,53.97,10.81,44.09,0.05,0.06,0.16,1.25,1.36,1.78,2,0.05,0,0.0,2.82,0.24,9,0.24,0.25,4,0.11,59,1.57,38.98,15.254,0.05,0.56,9.52,0.4,6.67,0.13,0.0,0.13,3.33,64.0,14.11,36.79,3.36,1.2,6.95,2.69,2.18,13.47,75.49,2.77,61.54,2.96,86.49,3.86,73.79,12.65,78.53,0.27,70.0,14.45,8.02,0.06,0.72,0.05,0.0,0.08,33.33,0.35,1.2,66.67,0.56,38.1,0.11,25.0,0.69,0.08,1.04,69.23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,True,False
